sku,name,nature,category,brand,sale_price,location,min_stock,barcode,unit,notes
ASU-105608,AC PAT FLEX NEGRO 97272 54-20-145 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7238@2026-08-03
ASU-105610,AC PAT FLEX MIKE 1 42-17-130 COL J,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7218@2026-08-03
ASU-105611,AC PAT FLEX NEGRO XH0021 48-20-145 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7245@2026-08-03
ASU-105612,AC PAT FLEX ROJO NICKI 50-19-142 COL KP,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7222@2026-08-03
ASU-105615,AC PAT FLEX AZUL WILL 47-16-135 C132,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7206@2026-08-03
ASU-105619,AC PAT FLEX MARRON AY6967 52-18-144 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7259@2026-08-03
ASU-105622,AC PAT FLEX AZUL 49-16-130 S.DK.BLUE,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7208@2026-08-03
ASU-105623,AC PAT FLEX AZUL VENUS 48-15-135 162,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7207@2026-08-03
ASU-105626,AC PAT FLEX ROSA 88928 54-17-142 C8,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7260@2026-08-03
ASU-105627,AC PAT FLEX AZUL BABY ONE 2 44-16 COL D,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7209@2026-08-03
ASU-105629,AC PAT FLEX AZUL 97270 55-18-145 C7,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7249@2026-08-03
ASU-105631,AC PAT FLEX CELESTE MAYAN 2 42-15-125 COL DV,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7215@2026-08-03
ASU-105632,AC PAT FLEX AZUL AY6964 52-19-143 C4,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7251@2026-08-03
ASU-105639,AC PAT FLEX TRANSPARENTE 97222 53-18-140 C6,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7231@2026-08-03
ASU-105643,AC PAT FLEX GRIS 88915 51-16-140 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7267@2026-08-03
ASU-105646,AC PAT FLEX TRANSPARENTE RDA10146 54-18-145 C4,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7227@2026-08-03
ASU-105649,AC PAT FLEX NEGRO XH0012 51-19-145 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7224@2026-08-03
ASU-105653,AC PAT FLEX TRANSPARENTE A77005 48-19-135 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7274@2026-08-03
ASU-105656,AC PAT FLEX NEGRO RDA10087 53-18-145 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7237@2026-08-03
ASU-105661,AC PAT FLEX GRIS 88931 51-19-140 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7271@2026-08-03
ASU-105663,AC PAT FLEX MARRON 88931 51-19-140 C6,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7255@2026-08-03
ASU-105665,AC PAT FLEX AZUL AY6958 54-18-144 C4,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7254@2026-08-03
ASU-105669,AC PAT FLEX MARRON RDA10087 53-18-145 C3,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7256@2026-08-03
ASU-105674,AC PAT FLEX AZUL A77001 50-16-135 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7292@2026-08-03
ASU-105677,AC PAT FLEX MARRON K9884 55-16-142 C429,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7397@2026-08-03
ASU-105679,AC PAT FLEX AZUL NICKI 48-16-138 COL DS,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1283@2026-08-03
ASU-105682,AC PAT FLEX NARANJA NEGRO DORADO M8105 59-16-145 C3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1288@2026-08-03
ASU-105687,AC PAT FLEX BLANCO AM0005 52-19-140 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7345@2026-08-03
ASU-105688,AC PAT FLEX TRANSPARENTE CLIP ON H7819 51-18-145 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7304@2026-08-03
ASU-105690,AC PAT FLEX BLANCO RL5285 53-16-138 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7344@2026-08-03
ASU-105694,AC PAT FLEX NEGRO RL5285 53-16-138 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7346@2026-08-03
ASU-105695,AC PAT FLEX BORDO TL5215 53-16-140 C3,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7343@2026-08-03
ASU-105698,AC PAT FLEX VERDE GA33007 55-16-140 C07,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7294@2026-08-03
ASU-105703,AC PAT FLEX TRANSPARENTE TA1027 52-18-140 C4,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7332@2026-08-03
ASU-105706,AC PAT FLEX ROSA TL5215 53-16-140 C4,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7339@2026-08-03
ASU-105709,AC PAT FLEX ROSA SL-05 53-18-145 C5,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7312@2026-08-03
ASU-105719,AC PAT FLEX TRANSPARENTE TA1035 54-17-140 C7,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7331@2026-08-03
ASU-105727,AC PAT FLEX NEGRO RDA10054 52-19-145 C3,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7307@2026-08-03
ASU-105729,AC PAT FIJA ROJO BOL2505 54-17-145 BTM7,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7856@2026-08-03
ASU-105735,AC PAT FLEX BLANCO K9884 55-16-142 C508,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7398@2026-08-03
ASU-105742,AC PAT FLEX BORDO K7051 52-15-145 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7297@2026-08-03
ASU-105743,AC PAT FLEX ROSA TA1020 54-17-140 C4,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7352@2026-08-03
ASU-105749,AC PAT FLEX CELESTE 97272 54-20-145 C8,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7302@2026-08-03
ASU-105750,AC PAT FLEX GRIS AY6936 58-18-150 C6,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7296@2026-08-03
ASU-105752,AC PAT FLEX AZUL K7090 50-18-150 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7298@2026-08-03
ASU-105754,AC PAT FIJA VERDE G1018 50-19-140 C2,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1414@2026-08-03
ASU-105757,AC PAT FIJA TRANSPARENTE DG5102 3133 53-18-145,PRODUCTO_STOCKEABLE,Armazones,Dolce&Gabbana,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1403@2026-08-03
ASU-105758,AC PAT FLEX AZUL K9890 56-16-140 C207,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7389@2026-08-03
ASU-105760,AT PAT FIJA ROSA BA2513 57-16-145 BK7,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7868@2026-08-03
ASU-105762,AC PAT FLEX NEGRO K9883 55-17-148 C502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7378@2026-08-03
ASU-105763,AC PAT FLEX NEGRO K9878 60-19-150 C600,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7372@2026-08-03
ASU-105764,AC PAT FLEX DORADO H3475 54-17-140 C606,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7369@2026-08-03
ASU-105768,AC PAT FLEX TRANSPARENTE H3439 53-20-145 C612,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7365@2026-08-03
ASU-105770,AC PAT FLEX DORADO H3450 55-17-140 C606,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7367@2026-08-03
ASU-105774,AC PAT FLEX DORADO K9895 55-16-140 C527,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7400@2026-08-03
ASU-105776,AC PAT FIJA NEGRO K9880 52-17-141 C502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7376@2026-08-03
ASU-105786,AC PAT FLEX GRIS K9895 55-16-140 C308,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7402@2026-08-03
ASU-105790,AC PAT FIJA DORADO 50039U 030 55-16-140,PRODUCTO_STOCKEABLE,Armazones,Givenchy,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1291@2026-08-03
ASU-105791,AC PAT FLEX MARRON K9868 56-18-145 C529,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7382@2026-08-03
ASU-105794,AC PAT FLEX ROSA K9895 55-16-140 C529,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7401@2026-08-03
ASU-105802,AC PAT FIJA AZUL G1003 54-16-145 C3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1419@2026-08-03
ASU-105803,AC PAT FLEX TRANSPARENTE PB5748 54-20-145 C19,PRODUCTO_STOCKEABLE,Lentes de Sol,Alfani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#8295@2026-08-03
ASU-105805,AC PAT FIJA NEGRO G1015 54-16-140 C1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1420@2026-08-03
ASU-105806,AC PAT FIJA NEGRO BOL2531 57-18-146 F1F13,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7867@2026-08-03
ASU-105816,AC PAT FLEX NEGRO K9884 55-16-142 C502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7396@2026-08-03
ASU-105818,AC PAT FLEX NEGRO K9864 54-16-140 C502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7393@2026-08-03
ASU-105821,AC PAT FIJA TRANSPARENTE BOL2517 135-145 BT,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7865@2026-08-03
ASU-105827,AC PAT FIJA MARRON BOC2014 57-18-142 CBT2,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#8008@2026-08-03
ASU-105832,AC PAT FLEX ROSA K9868 56-18-145 C500,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7384@2026-08-03
ASU-105833,AC PAT FLEX ROSA K9884 55-16-142 C524,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7395@2026-08-03
ASU-105836,AH PAT FIJA NEGRO ESPEJADO BOL2521 167-120 B1F6,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7871@2026-08-03
ASU-105838,AC PAT FIJA VERDE BOL2504 55-18-145 BM4,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7860@2026-08-03
ASU-105839,AC PAT FIJA NEGRO AMARILLO BOL2519 156-130 F1F9,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7873@2026-08-03
ASU-105840,AC PAT FIJA LILA G1012 52-17-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1415@2026-08-03
ASU-105842,AC PAT FIJA NEGRO ESPEJADO BOL2519 156-130 B1B11,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7872@2026-08-03
ASU-105843,AC PAT FIJA NEGRO BOL2504 55-18-145 BT1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7861@2026-08-03
ASU-105844,AH PAT FIJA LILA ESPEJADO BOL2520 156-130 BCT5,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7876@2026-08-03
ASU-105845,AC PAT FLEX NEGRO BOL2503 54-17-145 F1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7862@2026-08-03
ASU-105846,AC PAT FIJA BEIGE BOC25022 52-21-144 COL.BC2,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7850@2026-08-03
ASU-105850,AC PAT FIJA ROSA BOL2516 146-128 BT7,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7875@2026-08-03
ASU-105851,AC PAT FIJA NEGRO BOL2513 56-18-140 F1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7828@2026-08-03
ASU-105852,AC PAT FLEX TRANSPARENTE LE23012 49-19-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1409@2026-08-03
ASU-105853,AC PAT FIJA NEGRO BOL2516 146-128 F1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7874@2026-08-03
ASU-105855,AC PAT FIJA TRANSPARENTE-CELESTE BOC25030 56-16-144 COLBT,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7855@2026-08-03
ASU-105856,AC PAT FIJA ROSADO BOL2510 55-18-148 FT7,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7829@2026-08-03
ASU-105861,AC PAT FIJA TRANSPARENTE G1010 54-16-140 C1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1406@2026-08-03
ASU-105865,AC PAT FIJA TRANSPARENTE BRILLO BOC25024 52-21-145 COLBCT6,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7852@2026-08-03
ASU-105866,AC PAT FIJA NEGRO BOC25030 56-16-144 COLF1TB1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7854@2026-08-03
ASU-105870,AC PAT FIJA NEGRO BOL2515 55-21-145 B1F3,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7842@2026-08-03
ASU-105872,AC PAT FIJA MARRON-ROJO BOL2505 54-17-145 BT2,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7849@2026-08-03
ASU-105876,AC PAT FLEX NEGRO BOL2523 64-19-145 F1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7840@2026-08-03
ASU-105879,AC PAT FIJA ROJO BOL2501 57-17-145 BT6,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7845@2026-08-03
ASU-105880,AC PAT FLEX DORADO BOL2528 53-22-150 BOF4,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7837@2026-08-03
ASU-105882,AC PAT FLEX NEGRO BOL2530 55-16-145 B1F13,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7835@2026-08-03
ASU-105885,AC PAT FIJA NEGRO BOL2533 71-12-140 F1F13,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7838@2026-08-03
ASU-105888,AC PAT FLEX NEGRO LE027 51-18-140 C1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1421@2026-08-03
ASU-105894,AC PAT FIJA MARRON BOL2533 71-12-140 B1F2,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7839@2026-08-03
ASU-105901,AC PAT FLEX VERDE G1015 4-16-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1424@2026-08-03
ASU-105905,AC PAT FLEX GRIS BA2505 55-17-140 B13,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1299@2026-08-03
ASU-105906,AC PAT FIJA GRIS BA2507 55-17-140 B13,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1300@2026-08-03
ASU-105911,AC PAT FLEX NEGRO-AZUL BA2508 54-16-140 F1F3,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1302@2026-08-03
ASU-105914,AC PAT FIJA LILA G1010 54-16-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1416@2026-08-03
ASU-105917,AC PAT FLEX BLANCO LE6446 55-16-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1449@2026-08-03
ASU-105918,AC PAT FLEX NEGRO K9867 56-19-142 C602,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1520@2026-08-03
ASU-105919,AC PAT FLEX AZUL H3107 54-17-145 C609,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1544@2026-08-03
ASU-105921,AC PAT FIJA AZUL G1002 54-17-140 C2,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1427@2026-08-03
ASU-105927,AC PAT FIJA AZUL CLIP-ON NG1922 54-16-146 C4,PRODUCTO_STOCKEABLE,Armazones,Niquel & Gold,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1456@2026-08-03
ASU-105928,AC PAT FLEX ROSA HG7034 55-16-140 C1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1445@2026-08-03
ASU-105929,AC PAT FIJA AZUL G1005 54-17-140 C3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1227@2026-08-03
ASU-105930,AC PAT FLEX NUDE CLIP-ON B23109 54-17-140 C3,PRODUCTO_STOCKEABLE,Armazones,Niquel & Gold,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1454@2026-08-03
ASU-105931,AC PAT FLEX NEGRO KAS3089 55-19-143 C1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1226@2026-08-03
ASU-105934,AC PAT FLEX NEGRO CLIP-ON T3521 53-18-142 C1,PRODUCTO_STOCKEABLE,Armazones,Niquel & Gold,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1452@2026-08-03
ASU-105938,AC PAT FLEX GRIS K9927 54-17-142 C817,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1476@2026-08-03
ASU-105940,AC PAT FIJA ROJO CLIP-ON NG2012 51-18-143 C6,PRODUCTO_STOCKEABLE,Armazones,Niquel & Gold,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1457@2026-08-03
ASU-105946,AC PAT FLEX VERDE LE23007 49-18-140 C3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1432@2026-08-03
ASU-105951,AC PAT FIJA MARRON G1005 54-17-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1431@2026-08-03
ASU-105959,AC PAT FIJA AZUL-ROSA BT0009 51-17-140 C2,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1222@2026-08-03
ASU-105963,AC PAT FLEX BLANCO H2410 53-17-140 C612,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1560@2026-08-03
ASU-105970,AC PAT FIJA MARRON DP1026B 51-17-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1434@2026-08-03
ASU-105971,AC PAT FLEX MARRON HG7034 55-16-140 C3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1433@2026-08-03
ASU-105972,AC PAT FLEX BORDO DP1028A 53-17-140 C2,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1447@2026-08-03
ASU-105975,AC PAT FLEX NEGRO HG6089 54-17-140 C4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1439@2026-08-03
ASU-105977,AC PAT FLEX NEGRO LE6445 55-16-140 C1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1438@2026-08-03
ASU-105978,AC PAT FLEX FUCSIA VOS3414 50-19-142 C3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1225@2026-08-03
ASU-105980,AC PAT FIJA TRANSPARENTE G1003 54-16-145 C2,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1430@2026-08-03
ASU-105982,AC PAT FLEX ROJO CLIP-ON T3521 53-18-142 C4,PRODUCTO_STOCKEABLE,Armazones,Niquel & Gold,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1453@2026-08-03
ASU-105989,AC PAT FLEX GRIS K9911 54-21-147 C13,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1487@2026-08-03
ASU-105997,AC PAT FLEX NEGRO K9853 57-19-145 C208,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1492@2026-08-03
ASU-106002,AC PAT FLEX BORDO K9926 55-17-142 C803,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1475@2026-08-03
